type,module,sourceLine,snippet
if,28-multiplayer-social-online.js,5051,"const fireItems=[];for(const[ownerUid,items]of Object.entries(pendingCloudCampfires||{}))if(ownerUid!==me)for(const item of Object.values(items||{}))if(item&&Number(item.expiresAt||0)>Date.now())fireItems.push({...item,ownerUid});"
for,28-multiplayer-social-online.js,5051,"const fireItems=[];for(const[ownerUid,items]of Object.entries(pendingCloudCampfires||{}))if(ownerUid!==me)for(const item of Object.values(items||{}))if(item&&Number(item.expiresAt||0)>Date.now())fireItems.push({...item,ownerUid});"
if,28-multiplayer-social-online.js,5052,"const fireKeys=new Set(fireItems.map(x=>x.id));for(const c of [...world.campfires])if(c.data.remote&&!fireKeys.has(c.data.id)){c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=world.campfires.filter(x=>x!==c);}fireItems.forEach(item=>spawnCampfire(item,true));"
for,28-multiplayer-social-online.js,5052,"const fireKeys=new Set(fireItems.map(x=>x.id));for(const c of [...world.campfires])if(c.data.remote&&!fireKeys.has(c.data.id)){c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=world.campfires.filter(x=>x!==c);}fireItems.forEach(item=>spawnCampfire(item,true));"
if,28-multiplayer-social-online.js,5053,"const extensionItems=[];for(const[ownerUid,items]of Object.entries(pendingCloudExtensions||{}))if(ownerUid!==me)for(const item of Object.values(items||{}))if(item)extensionItems.push({...item,ownerUid});"
for,28-multiplayer-social-online.js,5053,"const extensionItems=[];for(const[ownerUid,items]of Object.entries(pendingCloudExtensions||{}))if(ownerUid!==me)for(const item of Object.values(items||{}))if(item)extensionItems.push({...item,ownerUid});"
if,28-multiplayer-social-online.js,5054,"const extensionKeys=new Set(extensionItems.map(x=>x.id));for(const e of [...world.houseExtensions])if(e.data.remote&&!extensionKeys.has(e.data.id)){worldGroup.remove(e.group);world.houseExtensions=world.houseExtensions.filter(x=>x!==e);const it=world.interactables.find(x=>x.id===`extension-${e.data.id}`);if(it)it.disabled=true;}extensionItems.forEach(item=>spawnHouseExtension(item,true));"
for,28-multiplayer-social-online.js,5054,"const extensionKeys=new Set(extensionItems.map(x=>x.id));for(const e of [...world.houseExtensions])if(e.data.remote&&!extensionKeys.has(e.data.id)){worldGroup.remove(e.group);world.houseExtensions=world.houseExtensions.filter(x=>x!==e);const it=world.interactables.find(x=>x.id===`extension-${e.data.id}`);if(it)it.disabled=true;}extensionItems.forEach(item=>spawnHouseExtension(item,true));"
if,28-multiplayer-social-online.js,5057,if(!guardianMultiplayerAllowed()||!data||data.uid===window.OTTHOS_RTDB?.uid||window.OTTHOS_RTDB?.isPlayerBlocked?.(data.uid))return;
if,28-multiplayer-social-online.js,5060,"if(scene&&!ghost){ghost=createGhost(multiplayerAvatarPrimaryColor(safeAvatar,data.color),safeData.name,safeAvatar);world.ghosts.set(data.uid,ghost);}"
if,28-multiplayer-social-online.js,5061,"if(ghost){updateGhostName(ghost,safeData.name);applyRemoteAvatarIfChanged(ghost,safeAvatar);ghost.userData.target=safeData;}"
if,28-multiplayer-social-online.js,5064,"window.addEventListener('otthos:mp-status',e=>{multiplayerState={...multiplayerState,...e.detail};state.multiplayer.cloudReady=!!multiplayerState.connected;if(e.detail?.uid)state.multiplayer.cloudUid=e.detail.uid;if(e.detail?.room)state.multiplayer.room=normalizeRoomId(e.detail.room);if(Array.isArray(e.detail?.players)){remotePresence.clear();e.detail.players.filter(p=>p.uid!==window.OTTHOS_RTDB?.uid&&!window.OTTHOS_RTDB?.isPlayerBlocked?.(p.uid)).forEach(p=>remotePresence.set(p.uid,{...p,name:r"
if,28-multiplayer-social-online.js,5065,"window.addEventListener('otthi:guardian-settings',e=>{state.guardian={...state.guardian,...(e.detail||{})};if(!guardianCommunicationAllowed())closeChallengePrompt();if(!guardianMultiplayerAllowed()){for(const ghost of world.ghosts.values())scene?.remove(ghost);world.ghosts.clear();remotePresence.clear();}saveState();updateOnlineAttention();updateMultiplayerBadge();refreshOpenSocialHub();});"
for,28-multiplayer-social-online.js,5065,"window.addEventListener('otthi:guardian-settings',e=>{state.guardian={...state.guardian,...(e.detail||{})};if(!guardianCommunicationAllowed())closeChallengePrompt();if(!guardianMultiplayerAllowed()){for(const ghost of world.ghosts.values())scene?.remove(ghost);world.ghosts.clear();remotePresence.clear();}saveState();updateOnlineAttention();updateMultiplayerBadge();refreshOpenSocialHub();});"
if,28-multiplayer-social-online.js,5067,"window.addEventListener('otthos:mp-leave',e=>{const id=e.detail?.uid;remotePresence.delete(id);if(player.boat.passengerUid===id)player.boat.passengerUid='';if(player.car.passengerUid===id)player.car.passengerUid='';const ghost=world.ghosts.get(id);if(ghost){scene?.remove(ghost);world.ghosts.delete(id);}multiplayerState.count=Math.max(1,remotePresence.size+1);updateMultiplayerBadge();refreshOpenSocialHub();});"
for,28-multiplayer-social-online.js,5071,"window.addEventListener('otthos:houses',e=>{cloudHouses.clear();for(const [id,data] of Object.entries(e.detail||{}))cloudHouses.set(id,data);reconcileCloudHouses();});"
if,28-multiplayer-social-online.js,5072,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.create"
else,28-multiplayer-social-online.js,5072,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.create"
while,28-multiplayer-social-online.js,5072,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.create"
if,28-multiplayer-social-online.js,5073,"window.addEventListener('otthos:chat-removed',e=>{const id=e.detail?.id,index=cloudChat.findIndex(m=>m.id===id);if(index>=0)cloudChat.splice(index,1);refreshOpenSocialHub();});"
if,28-multiplayer-social-online.js,5074,"window.addEventListener('otthos:gift',e=>{const gift=e.detail;if(!guardianCommunicationAllowed()||!gift)return;if(!((gift.type==='coins'&&Number(gift.amount)===10)||(gift.type==='crystal'&&Number(gift.amount)===1)))return;toast('🎁 Você recebeu um presente simbólico!','good',2600);});"
if,28-multiplayer-social-online.js,5075,"window.addEventListener('otthos:interaction',e=>{const it=e.detail;if(!guardianCommunicationAllowed()||!it)return;const sender='Outro jogador';"
if,28-multiplayer-social-online.js,5076,"if(it.type==='boatPassengerLeft'){if(player.boat.passengerUid!==it.senderUid)return;player.boat.passengerUid='';toast(`${sender} saiu do barco.`,'warn',1900);}"
if,28-multiplayer-social-online.js,5077,"else if(it.type==='boatEnded'){if(player.boating&&player.boat.passengerOf===it.senderUid)exitBoat(true);toast('O motorista encerrou o passeio de barco.','warn',2300);}"
else,28-multiplayer-social-online.js,5077,"else if(it.type==='boatEnded'){if(player.boating&&player.boat.passengerOf===it.senderUid)exitBoat(true);toast('O motorista encerrou o passeio de barco.','warn',2300);}"
if,28-multiplayer-social-online.js,5078,"else if(it.type==='vehiclePassengerLeft'){if(player.car.passengerUid!==it.senderUid)return;player.car.passengerUid='';toast(`${sender} saiu do carro.`,'warn',1900);}"
else,28-multiplayer-social-online.js,5078,"else if(it.type==='vehiclePassengerLeft'){if(player.car.passengerUid!==it.senderUid)return;player.car.passengerUid='';toast(`${sender} saiu do carro.`,'warn',1900);}"
if,28-multiplayer-social-online.js,5079,"else if(it.type==='vehicleEnded'){if(player.vehicle&&player.car.passengerOf===it.senderUid)exitVehicle(true);toast('O motorista encerrou o passeio de carro.','warn',2300);}"
else,28-multiplayer-social-online.js,5079,"else if(it.type==='vehicleEnded'){if(player.vehicle&&player.car.passengerOf===it.senderUid)exitVehicle(true);toast('O motorista encerrou o passeio de carro.','warn',2300);}"
if,28-multiplayer-social-online.js,5080,"else if(it.type==='challengeAccepted')toast(`🎮 ${sender} aceitou seu desafio! Abra Online para jogar.`,'good',3400);"
else,28-multiplayer-social-online.js,5080,"else if(it.type==='challengeAccepted')toast(`🎮 ${sender} aceitou seu desafio! Abra Online para jogar.`,'good',3400);"
if,28-multiplayer-social-online.js,5081,"else if(it.type==='challengeDeclined')toast(`${sender} recusou o desafio.`,'warn',2400);"
else,28-multiplayer-social-online.js,5081,"else if(it.type==='challengeDeclined')toast(`${sender} recusou o desafio.`,'warn',2400);"
if,28-multiplayer-social-online.js,5082,else if(it.type==='socialRequestResult'){
else,28-multiplayer-social-online.js,5082,else if(it.type==='socialRequestResult'){
if,28-multiplayer-social-online.js,5083,"const status=it.status||'',action=it.actionType||'';if(status==='accepted'){toast(`✅ ${sender} aceitou ${socialActionLabel(action)}.`,'good',2600);applyAcceptedSocialAction(action,{requestId:it.requestId,partnerName:sender,partnerUid:it.senderUid,role:'host'});}else if(status==='declined')toast(`${sender} recusou o convite.`,'warn',2300);else toast('O convite foi cancelado ou expirou.','warn',2500);"
else,28-multiplayer-social-online.js,5083,"const status=it.status||'',action=it.actionType||'';if(status==='accepted'){toast(`✅ ${sender} aceitou ${socialActionLabel(action)}.`,'good',2600);applyAcceptedSocialAction(action,{requestId:it.requestId,partnerName:sender,partnerUid:it.senderUid,role:'host'});}else if(status==='declined')toast(`${sender} recusou o convite.`,'warn',2300);else toast('O convite foi cancelado ou expirou.','warn',2500);"
else,28-multiplayer-social-online.js,5084,"}else{const social=it.type==='wave'?'wave':'wave';triggerEmote(social);toast(`👋 ${sender} acenou para você.`,'good',2200);}"
if,28-multiplayer-social-online.js,5086,"window.addEventListener('otthos:social-request',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const r={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingSocialRequests.set(r.id,r);updateOnlineAttention();refreshOpenSocialHub();if(r.status==='pending'&&Number(r.expiresAt||0)>Date.now()){showIncomingSocialRequest(r);if(!shownSocialToasts.has(r.id)){shownSocialToasts.add(r.id)"
else,28-multiplayer-social-online.js,5086,"window.addEventListener('otthos:social-request',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const r={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingSocialRequests.set(r.id,r);updateOnlineAttention();refreshOpenSocialHub();if(r.status==='pending'&&Number(r.expiresAt||0)>Date.now()){showIncomingSocialRequest(r);if(!shownSocialToasts.has(r.id)){shownSocialToasts.add(r.id)"
if,28-multiplayer-social-online.js,5087,"window.addEventListener('otthos:social-request-removed',e=>{incomingSocialRequests.delete(e.detail?.id);if(promptSocialRequestId===e.detail?.id)closeChallengePrompt();updateOnlineAttention();refreshOpenSocialHub();});"
if,28-multiplayer-social-online.js,5089,"window.addEventListener('otthos:challenge',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const c={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingChallenges.set(c.id,c);updateOnlineAttention();refreshOpenSocialHub();if(c.status==='pending'){showIncomingChallengePrompt(c);if(!shownChallengeToasts.has(c.id)){shownChallengeToasts.add(c.id);toast(`⚔️ ${c.fromName} enviou ${mu"
if,28-multiplayer-social-online.js,5091,"window.addEventListener('otthos:game-session',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const s=sanitizeRemoteSession(incoming);gameSessions.set(s.id,s);updateOnlineAttention();refreshOpenSocialHub();if(s.status==='active'){const mine=s.players?.[window.OTTHOS_RTDB?.uid];if(!mine?.finished&&!activeMultiplayerGameId)showReadySessionPrompt(s);}if(s.status==='active'||s.status==='completed')maybeShowMultiplayerResult(s);});"
if,28-multiplayer-social-online.js,5093,"window.addEventListener('otthos:rtdb-ready',async()=>{try{const guardian=await window.OTTHOS_RTDB?.getGuardianSettings?.();if(guardian&&typeof guardian==='object')state.guardian={...state.guardian,...(guardian.settings||guardian)};}catch{}if(!guardianMultiplayerAllowed()){window.OTTHOS_RTDB?.disconnect?.();return;}if(running||hasValidPlayerName()){const ok=await window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()});if(ok){window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);window.OTTHOS_RTDB"
catch,28-multiplayer-social-online.js,5093,"window.addEventListener('otthos:rtdb-ready',async()=>{try{const guardian=await window.OTTHOS_RTDB?.getGuardianSettings?.();if(guardian&&typeof guardian==='object')state.guardian={...state.guardian,...(guardian.settings||guardian)};}catch{}if(!guardianMultiplayerAllowed()){window.OTTHOS_RTDB?.disconnect?.();return;}if(running||hasValidPlayerName()){const ok=await window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()});if(ok){window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);window.OTTHOS_RTDB"
if,28-multiplayer-social-online.js,5096,"if(typeof BroadcastChannel==='function'){localChannel=new BroadcastChannel('otthos-life-world-v636');localChannel.onmessage=e=>{const data=e.data;if(!data||data.id===state.profile.playerId)return;if(data.type==='leave'){const ghost=world.ghosts.get(data.id);if(ghost){scene.remove(ghost);world.ghosts.delete(data.id);}return;}remotePlayerEvent({...data,uid:data.id});};window.addEventListener('beforeunload',()=>localChannel?.postMessage({type:'leave',id:state.profile.playerId}));}"
